Memory		Disk		CPU
total used free shared buff/cache available Mem: 990 332 222 2 435 498 Swap: 0 0 0
Filesystem Size Used Avail Use% Mounted on udev 488M 0 488M 0% /dev tmpfs 100M 3.0M 97M 3% /run /dev/xvda1 7.7G 2.0G 5.7G 27% / tmpfs 496M 0 496M 0% /dev/shm tmpfs 5.0M 0 5.0M 0% /run/lock tmpfs 496M 0 496M 0% /sys/fs/cgroup tmpfs 100M 0 100M 0% /run/user/1000
48.48%		27%		0.31%		
48.69%		27%		0.31%		
48.69%		27%		0.31%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.28%		
48.69%		27%		0.26%		
48.69%		27%		0.26%		
48.69%		27%		0.26%		
48.69%		27%		0.26%		
48.69%		27%		0.26%		
48.89%		27%		0.26%		
48.89%		27%		0.26%		
48.89%		27%		0.26%		
48.89%		27%		0.26%		
48.79%		27%		0.26%		
48.89%		27%		0.26%		
48.89%		27%		0.26%		
48.89%		27%		0.26%		
48.89%		27%		0.32%		
48.89%		27%		0.32%		
48.89%		27%		0.32%		
48.89%		27%		0.32%		
48.89%		27%		0.32%		
48.89%		27%		0.32%		
48.89%		27%		0.32%		
48.89%		27%		0.32%		
48.89%		27%		0.32%		
48.89%		27%		0.32%		
48.89%		27%		0.32%		
48.89%		27%		0.32%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.29%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.27%		
48.89%		27%		0.33%		
48.89%		27%		0.33%		
48.89%		27%		0.33%		
48.89%		27%		0.33%		
48.89%		27%		0.33%		
49.09%		27%		0.33%		
49.09%		27%		0.33%		
49.09%		27%		0.33%		
49.09%		27%		0.33%		
49.09%		27%		0.33%		
49.09%		27%		0.33%		
49.09%		27%		0.33%		
49.09%		27%		0.33%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.38%		
49.09%		27%		0.43%		
49.09%		27%		0.43%		
49.09%		27%		0.43%		
49.09%		27%		0.43%		
49.09%		27%		0.43%		
49.09%		27%		0.43%		
49.09%		27%		0.43%		
49.09%		27%		0.43%		
49.09%		27%		0.43%		
49.09%		27%		0.43%		
49.09%		27%		0.43%		
49.29%		27%		0.43%		
49.29%		27%		0.43%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.48%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.52%		
49.29%		27%		0.56%		
49.29%		27%		0.56%		
49.29%		27%		0.56%		
49.49%		27%		0.56%		
49.49%		27%		0.56%		
49.49%		27%		0.56%		
49.49%		27%		0.56%		
49.49%		27%		0.56%		
49.49%		27%		0.56%		
49.49%		27%		0.56%		
49.49%		27%		0.56%		
49.49%		27%		0.56%		
49.49%		27%		0.56%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.51%		
49.49%		27%		0.55%		
49.49%		27%		0.55%		
49.49%		27%		0.55%		
49.49%		27%		0.55%		
49.49%		27%		0.55%		
49.49%		27%		0.55%		
49.49%		27%		0.55%		
49.49%		27%		0.55%		
49.70%		27%		0.55%		
49.70%		27%		0.55%		
49.70%		27%		0.55%		
49.70%		27%		0.55%		
49.70%		27%		0.55%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.51%		
49.70%		27%		0.47%		
49.70%		27%		0.47%		
49.70%		27%		0.47%		
49.70%		27%		0.47%		
49.70%		27%		0.47%		
49.70%		27%		0.47%		
49.70%		27%		0.47%		
49.70%		27%		0.47%		
49.70%		27%		0.47%		
49.70%		27%		0.47%		
49.70%		27%		0.47%		
49.70%		27%		0.47%		
49.70%		27%		0.43%		
49.70%		27%		0.43%		
49.90%		27%		0.43%		
49.90%		27%		0.43%		
49.90%		27%		0.43%		
49.90%		27%		0.43%		
49.90%		27%		0.43%		
49.90%		27%		0.43%		
49.90%		27%		0.43%		
49.90%		27%		0.43%		
49.90%		27%		0.43%		
49.90%		27%		0.43%		
49.90%		27%		0.43%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.39%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.36%		
49.90%		27%		0.33%		
49.80%		27%		0.33%		
49.80%		27%		0.33%		
49.80%		27%		0.33%		
49.80%		27%		0.33%		
50.00%		27%		0.33%		
50.00%		27%		0.33%		
50.00%		27%		0.33%		
50.00%		27%		0.33%		
50.00%		27%		0.33%		
50.00%		27%		0.33%		
50.00%		27%		0.33%		
50.00%		27%		0.33%		
50.00%		27%		0.33%		
50.00%		27%		0.31%		
50.00%		27%		0.31%		
50.00%		27%		0.31%		
50.00%		27%		0.31%		
50.00%		27%		0.31%		
50.00%		27%		0.31%		
50.00%		27%		0.31%		
50.00%		27%		0.31%		
50.00%		27%		0.31%		
50.00%		27%		0.31%		
50.00%		27%		0.31%		
50.00%		27%		0.31%		
50.00%		27%		0.28%		
50.00%		27%		0.28%		
50.00%		27%		0.28%		
50.00%		27%		0.28%		
50.00%		27%		0.28%		
50.00%		27%		0.28%		
50.00%		27%		0.28%		
50.00%		27%		0.28%		
50.00%		27%		0.28%		
50.00%		27%		0.28%		
50.20%		27%		0.28%		
50.20%		27%		0.28%		
50.20%		27%		0.28%		
50.20%		27%		0.28%		
50.20%		27%		0.26%		
50.20%		27%		0.26%		
50.20%		27%		0.26%		
50.20%		27%		0.26%		
50.20%		27%		0.26%		
50.20%		27%		0.26%		
50.20%		27%		0.26%		
50.20%		27%		0.26%		
50.20%		27%		0.26%		
50.20%		27%		0.26%		
50.20%		27%		0.26%		
50.20%		27%		0.26%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.32%		
50.20%		27%		0.37%		
50.20%		27%		0.37%		
50.40%		27%		0.37%		
50.40%		27%		0.37%		
50.40%		27%		0.37%		
50.40%		27%		0.37%		
50.40%		27%		0.37%		
50.40%		27%		0.37%		
50.40%		27%		0.37%		
50.40%		27%		0.37%		
50.40%		27%		0.37%		
50.40%		27%		0.37%		
50.40%		27%		0.37%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.34%		
50.40%		27%		0.47%		
50.40%		27%		0.47%		
50.40%		27%		0.47%		
50.40%		27%		0.47%		
50.40%		27%		0.47%		
50.40%		27%		0.47%		
50.40%		27%		0.47%		
50.61%		27%		0.47%		
50.61%		27%		0.47%		
50.61%		27%		0.47%		
50.61%		27%		0.47%		
50.61%		27%		0.47%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.44%		
50.61%		27%		0.40%		
50.71%		27%		0.40%		
50.71%		27%		0.40%		
50.71%		27%		0.40%		
50.71%		27%		0.40%		
50.61%		27%		0.40%		
50.61%		27%		0.40%		
50.61%		27%		0.40%		
50.61%		27%		0.40%		
50.61%		27%		0.40%		
50.71%		27%		0.40%		
50.61%		27%		0.40%		
50.61%		27%		0.40%		
50.61%		27%		0.37%		
50.71%		27%		0.37%		
50.71%		27%		0.37%		
50.71%		27%		0.37%		
50.71%		27%		0.37%		
50.61%		27%		0.37%		
50.71%		27%		0.37%		
50.71%		27%		0.37%		
50.71%		27%		0.37%		
50.61%		27%		0.37%		
50.61%		27%		0.37%		
50.61%		27%		0.37%		
50.61%		27%		0.37%		
50.71%		27%		0.37%		
50.71%		27%		0.34%		
50.71%		27%		0.34%		
50.71%		27%		0.34%		
50.71%		27%		0.34%		
50.71%		27%		0.34%		
50.71%		27%		0.34%		
50.71%		27%		0.34%		
50.81%		27%		0.34%		
50.91%		27%		0.34%		
50.91%		27%		0.34%		
50.81%		27%		0.34%		
50.81%		27%		0.34%		
50.81%		27%		0.31%		
50.81%		27%		0.31%		
50.91%		27%		0.31%		
50.91%		27%		0.31%		
50.91%		27%		0.31%		
50.81%		27%		0.31%		
50.91%		27%		0.31%		
50.81%		27%		0.31%		
50.81%		27%		0.31%		
50.91%		27%		0.31%		
50.91%		27%		0.31%		
50.81%		27%		0.31%		
50.91%		27%		0.31%		
50.91%		27%		0.29%		
50.91%		27%		0.29%		
50.91%		27%		0.29%		
50.91%		27%		0.29%		
50.91%		27%		0.29%		
50.81%		27%		0.29%		
50.91%		27%		0.29%		
50.81%		27%		0.29%		
50.81%		27%		0.29%		
50.81%		27%		0.29%		
50.91%		27%		0.29%		
50.91%		27%		0.29%		
50.91%		27%		0.29%		
50.81%		27%		0.74%		
51.11%		27%		0.74%		
51.11%		27%		0.74%		
51.11%		27%		0.74%		
51.11%		27%		0.74%		
51.11%		27%		0.74%		
51.11%		27%		0.74%		
51.01%		27%		0.74%		
51.01%		27%		0.74%		
51.11%		27%		0.74%		
51.11%		27%		0.74%		
51.31%		27%		0.74%		
51.21%		27%		0.74%		
51.31%		27%		0.77%		
51.31%		27%		0.77%		
51.31%		27%		0.77%		
51.31%		27%		0.77%		
51.21%		27%		0.77%		
51.31%		27%		0.77%		
51.31%		27%		0.77%		
51.31%		27%		0.77%		
51.31%		27%		0.77%		
51.52%		27%		0.77%		
51.52%		27%		0.77%		
51.52%		27%		0.77%		
51.41%		27%		0.77%		
51.41%		27%		1.02%		
51.52%		27%		1.02%		
51.41%		27%		1.02%		
51.52%		27%		1.02%		
51.52%		27%		1.02%		
51.52%		27%		1.02%		
51.52%		27%		1.02%		
51.52%		27%		1.02%		
51.52%		27%		1.02%		
51.52%		27%		1.02%		
51.52%		27%		1.02%		
51.52%		27%		1.02%		
51.52%		27%		1.02%		
51.52%		27%		0.94%		
51.41%		27%		0.94%		
51.52%		27%		0.94%		
51.52%		27%		0.94%		
51.52%		27%		0.94%		
51.52%		27%		0.94%		
51.52%		27%		0.94%		
51.52%		27%		0.94%		
51.52%		27%		0.94%		
51.52%		27%		0.94%		
51.52%		27%		0.94%		
51.52%		27%		0.94%		
51.52%		27%		0.94%		
51.52%		27%		0.95%		
51.72%		27%		0.95%		
51.62%		27%		0.95%		
51.72%		27%		0.95%		
51.72%		27%		0.95%		
51.72%		27%		0.95%		
51.72%		27%		0.95%		
51.72%		27%		0.95%		
51.72%		27%		0.95%		
51.72%		27%		0.95%		
51.72%		27%		0.95%		
51.72%		27%		0.95%		
51.72%		27%		0.95%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.03%		
51.72%		27%		1.11%		
51.72%		27%		1.11%		
51.72%		27%		1.11%		
51.72%		27%		1.11%		
51.72%		27%		1.11%		
51.72%		27%		1.11%		
51.72%		27%		1.11%		
51.72%		27%		1.11%		
51.72%		27%		1.11%		
51.72%		27%		1.11%		
51.62%		27%		1.11%		
51.62%		27%		1.11%		
51.62%		27%		1.11%		
51.72%		27%		1.02%		
51.62%		27%		1.02%		
51.72%		27%		1.02%		
51.62%		27%		1.02%		
51.62%		27%		1.02%		
51.72%		27%		1.02%		
51.72%		27%		1.02%		
51.72%		27%		1.02%		
51.72%		27%		1.02%		
51.72%		27%		1.02%		
51.72%		27%		1.02%		
51.72%		27%		1.02%		
51.62%		27%		1.02%		
51.62%		27%		0.94%		
51.62%		27%		0.94%		
51.92%		27%		0.94%		
51.92%		27%		0.94%		
51.92%		27%		0.94%		
51.92%		27%		0.94%		
51.92%		27%		0.94%		
51.92%		27%		0.94%		
51.82%		27%		0.94%		
51.82%		27%		0.94%		
51.82%		27%		0.94%		
51.82%		27%		0.94%		
51.82%		27%		0.94%		
51.92%		27%		0.86%		
51.92%		27%		0.86%		
51.82%		27%		0.86%		
51.92%		27%		0.86%		
51.82%		27%		0.86%		
51.92%		27%		0.86%		
51.92%		27%		0.86%		
51.92%		27%		0.86%		
51.82%		27%		0.86%		
51.92%		27%		0.86%		
51.92%		27%		0.86%		
51.92%		27%		0.86%		
51.82%		27%		0.86%		
51.82%		27%		0.79%		
51.82%		27%		0.79%		
51.92%		27%		0.79%		
51.82%		27%		0.79%		
51.82%		27%		0.79%		
51.92%		27%		0.79%		
51.92%		27%		0.79%		
52.12%		27%		0.79%		
52.02%		27%		0.79%		
52.12%		27%		0.79%		
52.12%		27%		0.79%		
52.12%		27%		0.79%		
52.12%		27%		0.79%		
52.12%		27%		0.89%		
52.12%		27%		0.89%		
52.12%		27%		0.89%		
52.12%		27%		0.89%		
52.02%		27%		0.89%		
52.02%		27%		0.89%		
52.02%		27%		0.89%		
52.02%		27%		0.89%		
52.12%		27%		0.89%		
52.12%		27%		0.89%		
52.12%		27%		0.89%		
52.12%		27%		0.89%		
52.02%		27%		0.89%		
52.12%		27%		0.82%		
52.02%		27%		0.82%		
52.12%		27%		0.82%		
52.12%		27%		0.82%		
52.12%		27%		0.82%		
52.12%		27%		0.82%		
52.12%		27%		0.82%		
52.12%		27%		0.82%		
52.12%		27%		0.82%		
52.02%		27%		0.82%		
52.12%		27%		0.82%		
52.12%		27%		0.82%		
52.12%		27%		0.82%		
52.12%		27%		0.91%		
52.12%		27%		0.91%		
52.12%		27%		0.91%		
52.12%		27%		0.91%		
52.22%		27%		0.91%		
52.22%		27%		0.91%		
52.22%		27%		0.91%		
52.22%		27%		0.91%		
52.12%		27%		0.91%		
52.22%		27%		0.91%		
52.12%		27%		0.91%		
52.12%		27%		0.91%		
52.12%		27%		0.91%		
52.12%		27%		0.84%		
52.12%		27%		0.84%		
52.12%		27%		0.84%		
52.12%		27%		0.84%		
52.12%		27%		0.84%		
52.12%		27%		0.84%		
52.12%		27%		0.84%		
52.22%		27%		0.84%		
52.12%		27%		0.84%		
52.22%		27%		0.84%		
52.12%		27%		0.84%		
52.12%		27%		0.84%		
52.12%		27%		0.84%		
52.12%		27%		0.77%		
52.12%		27%		0.77%		
52.12%		27%		0.77%		
52.12%		27%		0.77%		
52.12%		27%		0.77%		
52.32%		27%		0.77%		
52.42%		27%		0.77%		
52.32%		27%		0.77%		
52.32%		27%		0.77%		
52.32%		27%		0.77%		
52.42%		27%		0.77%		
52.42%		27%		0.77%		
52.42%		27%		0.77%		
52.42%		27%		0.79%		
52.42%		27%		0.79%		
52.42%		27%		0.79%		
52.42%		27%		0.79%		
52.42%		27%		0.79%		
52.42%		27%		0.79%		
52.63%		27%		0.79%		
52.63%		27%		0.79%		
52.63%		27%		0.79%		
52.63%		27%		0.79%		
52.63%		27%		0.79%		
52.63%		27%		0.79%		
52.63%		27%		0.79%		
52.63%		27%		0.81%		
52.63%		27%		0.81%		
52.63%		27%		0.81%		
52.63%		27%		0.81%		
52.63%		27%		0.81%		
52.63%		27%		0.81%		
52.63%		27%		0.81%		
52.63%		27%		0.81%		
52.63%		27%		0.81%		
52.63%		27%		0.81%		
52.73%		27%		0.81%		
52.73%		27%		0.81%		
52.73%		27%		0.81%		
52.73%		27%		0.82%		
52.73%		27%		0.82%		
52.73%		27%		0.82%		
52.73%		27%		0.82%		
52.73%		27%		0.82%		
52.73%		27%		0.82%		
52.73%		27%		0.82%		
52.73%		27%		0.82%		
52.93%		27%		0.82%		
52.93%		27%		0.82%		
52.93%		27%		0.82%		
52.93%		27%		0.82%		
52.93%		27%		0.82%		
52.93%		27%		0.84%		
52.93%		27%		0.84%		
52.93%		27%		0.84%		
52.93%		27%		0.84%		
52.93%		27%		0.84%		
52.93%		27%		0.84%		
52.93%		27%		0.84%		
52.93%		27%		0.84%		
52.73%		27%		0.84%		
52.83%		27%		0.84%		
52.83%		27%		0.84%		
52.83%		27%		0.84%		
52.83%		27%		0.84%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
52.83%		27%		0.85%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.86%		
53.03%		27%		0.87%		
53.03%		27%		0.87%		
53.03%		27%		0.87%		
53.03%		27%		0.87%		
53.03%		27%		0.87%		
53.03%		27%		0.87%		
53.03%		27%		0.87%		
53.03%		27%		0.87%		
53.03%		27%		0.87%		
53.03%		27%		0.87%		
53.03%		27%		0.87%		
53.03%		27%		0.87%		
53.13%		27%		0.87%		
53.13%		27%		0.89%		
53.03%		27%		0.89%		
53.13%		27%		0.89%		
53.13%		27%		0.89%		
53.13%		27%		0.89%		
53.13%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.23%		27%		0.89%		
53.33%		27%		0.89%		
53.23%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.33%		27%		0.89%		
53.23%		27%		0.90%		
53.33%		27%		0.90%		
53.33%		27%		0.90%		
53.33%		27%		0.90%		
53.33%		27%		0.90%		
53.33%		27%		0.90%		
53.23%		27%		0.90%		
53.33%		27%		0.90%		
53.33%		27%		0.90%		
53.33%		27%		0.90%		
53.23%		27%		0.90%		
53.54%		27%		0.90%		
53.54%		27%		0.90%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.91%		
53.54%		27%		0.92%		
53.54%		27%		0.92%		
53.54%		27%		0.92%		
53.54%		27%		0.92%		
53.54%		27%		0.92%		
53.54%		27%		0.92%		
53.54%		27%		0.92%		
53.54%		27%		0.92%		
53.54%		27%		0.92%		
53.54%		27%		0.92%		
53.54%		27%		0.92%		
53.54%		27%		0.92%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.84%		
53.54%		27%		0.86%		
53.54%		27%		0.86%		
53.54%		27%		0.86%		
53.54%		27%		0.86%		
53.54%		27%		0.86%		
53.54%		27%		0.86%		
53.54%		27%		0.86%		
53.54%		27%		0.86%		
53.54%		27%		0.86%		
53.54%		27%		0.86%		
53.54%		27%		0.86%		
53.54%		27%		0.86%		
53.74%		27%		0.86%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.79%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.72%		
53.74%		27%		0.67%		
53.74%		27%		0.67%		
53.74%		27%		0.67%		
53.74%		27%		0.67%		
53.74%		27%		0.67%		
53.94%		27%		0.67%		
53.94%		27%		0.67%		
53.94%		27%		0.67%		
53.94%		27%		0.67%		
53.94%		27%		0.67%		
53.94%		27%		0.67%		
53.94%		27%		0.67%		
53.94%		27%		0.67%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.61%		
53.94%		27%		0.64%		
53.94%		27%		0.64%		
53.94%		27%		0.64%		
53.94%		27%		0.64%		
53.94%		27%		0.64%		
53.94%		27%		0.64%		
53.94%		27%		0.64%		
53.94%		27%		0.64%		
53.94%		27%		0.64%		
53.94%		27%		0.64%		
54.14%		27%		0.64%		
54.14%		27%		0.64%		
54.14%		27%		0.64%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.59%		
54.14%		27%		0.63%		
54.14%		27%		0.63%		
54.14%		27%		0.63%		
54.14%		27%		0.63%		
54.14%		27%		0.63%		
54.34%		27%		0.63%		
54.34%		27%		0.63%		
54.34%		27%		0.63%		
54.34%		27%		0.63%		
54.34%		27%		0.63%		
54.34%		27%		0.63%		
54.34%		27%		0.63%		
54.34%		27%		0.63%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.34%		27%		0.66%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.68%		
54.55%		27%		0.63%		
54.55%		27%		0.63%		
54.55%		27%		0.63%		
54.55%		27%		0.63%		
54.55%		27%		0.63%		
54.55%		27%		0.63%		
54.55%		27%		0.63%		
54.55%		27%		0.63%		
54.55%		27%		0.63%		
54.55%		27%		0.63%		
54.55%		27%		0.63%		
54.55%		27%		0.63%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.58%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.53%		
54.55%		27%		0.49%		
54.55%		27%		0.49%		
54.75%		27%		0.49%		
54.75%		27%		0.49%		
54.75%		27%		0.49%		
54.75%		27%		0.49%		
54.75%		27%		0.49%		
54.75%		27%		0.49%		
54.75%		27%		0.49%		
54.75%		27%		0.49%		
54.75%		27%		0.49%		
54.75%		27%		0.49%		
54.75%		27%		0.49%		
54.75%		27%		0.45%		
54.75%		27%		0.45%		
54.75%		27%		0.45%		
54.75%		27%		0.45%		
54.75%		27%		0.45%		
54.75%		27%		0.45%		
54.75%		27%		0.45%		
